ID,sentence,label
2484,Kris Kristoffersen is good in this movie and really makes a difference.  ,1
2298,This movie is a good and humorous comment on life in 2006.  ,1
2713,The incredible soundtrack truly captures the essence of the film.  ,1
2023,"Plus, it was well-paced and suited its relatively short run time.  ",1
2167,This movie has a cutting edge to it.  ,1
2244,"I let my girlfriend talk me into seeing this - bad idea, we both hated it.  ",0
1401,"Overall, I was very disappointed with the quality of food at Bouchon.",0
2465,Also notable is John Bailey's fine crisp beautifully colored cinematography and the great production design & costumes by Eiko Ishioka who went on to do the memorable costumes for Coppola's Dracula for which she received a well deserved Oscar.  ,1
346,Reception is terrible and full of static.,0
354,Excellent starter wireless headset.,0
2388,Is it possible for a movie to get any worse than this?  ,0
1207,The WORST EXPERIENCE EVER.,0
574,"I've had no trouble accessing the Internet, downloading ringtones or performing any of the functions.",1
2482,It was also the right balance of war and love.  ,1
2382,"This was reflected not only in the cast, but also in the below-par script, which borrowed much from the earlier classic.  ",0
1259,very tough and very short on flavor!,0
2359,"Let's start with all the problemsthe acting, especially from the lead professor, was very, very bad.  ",0
2393,Which is precisely why I am giving it such a bad review!  ,0
103,The price was very good and with the free shipping and all it was a good purchase.,1
2130,It's also great to see that renowned silent screenwriter Frances Marion hasn't missed a step going from silent to sound.  ,1
1028,"Took an hour to get our food only 4 tables in restaurant my food was Luke warm, Our sever was running around like he was totally overwhelmed.",0
10,And the sound quality is great.,1
2594,"The film is well paced, understated and one of the best courtroom documentaries I've seen.  ",1
911,So I bought about 10 of these and saved alot of money.,1
687,i would advise to not purchase this item it never worked very well.,0
2422,"This is a masterful piece of film-making, with many themes simmering and occasionally boiling over in this warts and all study of the poet's bohemian, self-indulgent wartime years that span the aerial bombardments of London and the outward tranquillity of a Welsh coastal retreat - the borderlines between friendship, lust and love, dedication to art and experience versus practical concerns, jealousy, rivalry, cowardice and egotism versus heroism and self-sacrifice and more.  ",1
2292,"Totally different, with loads of understatement and black comedy, this is a film few get to see, but those who do will remember it.  ",1
2607,The only place good for this film is in the garbage.  ,0
1774,The flair bartenders are absolutely amazing!,1
1731,Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.,0
135,The majority of the Logitech earbud headsets failed.,0
1389,Def coming back to bowl next time,1
2530,Very nice and relaxing late night viewing.  ,1
1710,"That said, our mouths and bellies were still quite pleased.",1
1621,Very disappointing!!!,0
1042,Hard to judge whether these sides were good because we were grossed out by the melted styrofoam and didn't want to eat it for fear of getting sick.,0
1713,If you are reading this please don't go there.,0
2351,"John Garfield, Ann revere, Lilli Plmer, William Conrad, Canada Lee...and filmed by one of the greatest cinematographers to ever grace the screen..James Wong Howe.  ",1
986,You also cannot take pictures with it in the case because the lense is covered.,0
1110,"REAL sushi lovers, let's be honest - Yama is not that good.",0
2284,"I loved this movie it was a great portrayal of a family who had it's share of ups and down, but in the end they knew that special love they had for each other.  ",1
2488,This is just a great movie.  ,1
41,I was not impressed by this product.,0
2576,Also the music by Mark Snow is possibly the best Score I've ever heard.  ,1
2093,"Again, no plot at all.  ",0
1108,Will go back next trip out.,1
1020,The Burrittos Blah!,0
761,They have been around for years and carries the highest quality of anti-glare screen protector that I have found to date.,1
625,Very Dissapointing Performance.,0
197,Bad Choice.,0
608,"It is cheap, and it feel and look just as cheap.",0
116,i got this phone around the end of may and i'm completely unhappy with it.,0
1805,"I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.",0
855,Just does not work.,0
2667,"Characters are one-dimensional, even the good guys and especially the bad guys.  ",0
490,This PDA rocks.,1
2503,How awful she is!  ,0
1489,How awesome is that.,1
2042,"It was too predictable, even for a chick flick.  ",0
371,Display is excellent and camera is as good as any from that year.,1
2507,One of the worst shows of all time.  ,0
1985,The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).,0
1299,The food was excellent and service was very good.,1
1282,I waited and waited.,0
3,Tied to charger for conversations lasting more than 45 minutes.MAJOR PROBLEMS!!,0
2384,Filmiing was less expansive.  ,0
745,Fantastic buy and will get again for whatever my next phone is,1
2688,The story is also both funny and poignant at times.  ,1
1219,#NAME?,1
1530,Everything was good and tasty!,1
1826,Food quality has been horrible.,0
2341,i wouldnt see this movie again for free.  ,0
1100,"Our server was fantastic and when he found out the wife loves roasted garlic and bone marrow, he added extra to our meal and another marrow to go!",1
1787,"I don't have very many words to say about this place, but it does everything pretty well.",1
1586,"All in all, I can assure you I'll be back.",1
2558,This early film from future goremeister Lucio Fulci is a very good addition to the giallo sub-genre.  ,1
246,Excellent wallet type phone case.,1
2431,His acting alongside Olivia De Havilland was brilliant and the ending was fantastic!  ,1
969,I'm trying to return it for a refund.,0
1904,#NAME?,0
2168,"I am so pleased to know such a modern day genius is out there , letting is passion for Art drive him and taking us as an audience with him.  ",1
2490,I can't see how this movie can be an inspiration to anyone to come out or overcome fear and rejection.  ,0
1398,Service is perfect and the family atmosphere is nice to see.,1
1182,I dressed up to be treated so rudely!,0
30,"This is a simple little phone to use, but the breakage is unacceptible.",0
1257,I as well would've given goDFathers zero stars if possible.,0
279,Comfort for our whole family.,1
2737,":) Anyway, the plot flowed smoothly and the male-bonding scenes were a hoot.  ",1
2041,"The acting was bad, the dialogs were extremely shallow and insincere.  ",0
664,Does everything it should and more.,1
1318,"And considering the two of us left there very full and happy for about $20, you just can't go wrong.",1
